ID;Maschine;Datum;Uhrzeit;Drehzahl;Leistungsaufnahme;Vibration;Lautstaerke;Temperatur;FehlerID;Produktionsprogramm;SollMenge;IstMenge;Ausschuss
ABC102709;XL400_01;2018-01-01;22:34:30;100;18.472;-0.094;74.942;100;0000;PP001;2350;2350;16
ABC102710;XL400_01;2018-01-01;22:35:00;100;18.678;0.085;75.105;100;0000;PP001;2350;2350;4
ABC102711;XL400_01;2018-01-01;22:35:30;100;18.322;-0.084;74.97;100;0000;PP001;2350;2350;14
ABC102712;XL400_01;2018-01-01;22:36:00;100;18.464;-0.038;75.164;100;0000;PP001;2350;2350;4
ABC102713;XL400_01;2018-01-01;22:36:30;100;18.501;0.304;75.063;100;0000;PP001;2350;2350;11
ABC102714;XL400_01;2018-01-01;22:37:00;100;18.624;-0.125;75.041;100;0000;PP001;2350;2350;2
ABC102715;XL400_01;2018-01-01;22:37:30;100;18.472;0.2;74.957;100;0000;PP001;2350;2350;11
ABC102716;XL400_01;2018-01-01;22:38:00;100;18.529;-0.134;74.975;100;0000;PP001;2350;2350;6
ABC102717;XL400_01;2018-01-01;22:38:30;100;18.543;-0.03;75.025;100;0000;PP001;2350;2350;0
ABC102718;XL400_01;2018-01-01;22:39:00;100;18.551;-0.146;74.835;100;0000;PP001;2350;2350;4
ABC102719;XL400_01;2018-01-01;22:39:30;100;18.571;-0.169;74.842;100;0000;PP001;2350;2350;19
ABC102720;XL400_01;2018-01-01;22:40:00;100;18.686;-0.019;74.974;100;0000;PP001;2350;2350;1
ABC102721;XL400_01;2018-01-01;22:40:30;100;18.351;-0.082;74.994;100;0000;PP001;2350;2350;6
ABC102722;XL400_01;2018-01-01;22:41:00;100;18.676;0.219;74.897;100;0000;PP001;2350;2350;19
ABC102723;XL400_01;2018-01-01;22:41:30;100;18.697;-0.014;74.876;100;0000;PP001;2350;2350;18
ABC102724;XL400_01;2018-01-01;22:42:00;100;18.243;-0.007;75.029;100;0000;PP001;2350;2350;18
ABC102725;XL400_01;2018-01-01;22:42:30;100;18.545;0.157;74.833;100;0000;PP001;2350;2350;11
ABC102726;XL400_01;2018-01-01;22:43:00;100;18.609;-0.38;74.85;100;0000;PP001;2350;2350;6
ABC102727;XL400_01;2018-01-01;22:43:30;100;18.537;-0.086;75.112;100;0000;PP001;2350;2350;9
ABC102728;XL400_01;2018-01-01;22:44:00;100;18.509;-0.098;75.014;100;0000;PP001;2350;2350;6
ABC102729;XL400_01;2018-01-01;22:44:30;100;18.445;0.139;74.836;100;0000;PP001;2350;2350;1
ABC102730;XL400_01;2018-01-01;22:45:00;100;18.392;-0.027;75.057;100;0000;PP001;2350;2350;10
ABC102731;XL400_01;2018-01-01;22:45:30;100;18.392;-0.073;74.876;100;0000;PP001;2350;2350;16
ABC102732;XL400_01;2018-01-01;22:46:00;100;18.676;0.128;74.999;100;0000;PP001;2350;2350;1
ABC102733;XL400_01;2018-01-01;22:46:30;100;18.394;-0.319;74.892;100;0000;PP001;2350;2350;9
ABC102734;XL400_01;2018-01-01;22:47:00;100;18.511;-0.058;74.822;100;0000;PP001;2350;2350;14
ABC102735;XL400_01;2018-01-01;22:47:30;100;18.49;0.044;74.889;100;0000;PP001;2350;2350;11
ABC102736;XL400_01;2018-01-01;22:48:00;100;18.558;0.126;75.004;100;0000;PP001;2350;2350;14
ABC102737;XL400_01;2018-01-01;22:48:30;100;18.425;0.102;74.999;100;0000;PP001;2350;2350;0
ABC102738;XL400_01;2018-01-01;22:49:00;100;18.495;0.04;75.02;100;0000;PP001;2350;2350;18
ABC102739;XL400_01;2018-01-01;22:49:30;100;18.551;0.082;75.202;100;0000;PP001;2350;2350;5
ABC102740;XL400_01;2018-01-01;22:50:00;100;18.424;-0.112;74.948;100;0000;PP001;2350;2350;14
ABC102741;XL400_01;2018-01-01;22:50:30;100;18.493;-0.029;75.079;100;0000;PP001;2350;2350;11
ABC102742;XL400_01;2018-01-01;22:51:00;100;18.565;0.023;74.952;100;0000;PP001;2350;2350;18
ABC102743;XL400_01;2018-01-01;22:51:30;100;18.461;-0.02;75.059;100;0000;PP001;2350;2350;12
ABC102744;XL400_01;2018-01-01;22:52:00;100;18.59;0.051;74.904;100;0000;PP001;2350;2350;12
ABC102745;XL400_01;2018-01-01;22:52:30;100;18.583;-0.156;74.935;100;0000;PP001;2350;2350;9
ABC102746;XL400_01;2018-01-01;22:53:00;100;18.439;-0.002;75.021;100;0000;PP001;2350;2350;15
ABC102747;XL400_01;2018-01-01;22:53:30;100;18.485;-0.006;75.17;100;0000;PP001;2350;2350;14
ABC102748;XL400_01;2018-01-01;22:54:00;100;18.384;0.017;75.008;100;0000;PP001;2350;2350;15
ABC102749;XL400_01;2018-01-01;22:54:30;100;18.635;0.097;75.065;100;0000;PP001;2350;2350;0
ABC102750;XL400_01;2018-01-01;22:55:00;100;18.488;0.134;74.953;100;0000;PP001;2350;2350;10
ABC102751;XL400_01;2018-01-01;22:55:30;100;18.414;-0.056;74.946;100;0000;PP001;2350;2350;5
ABC102752;XL400_01;2018-01-01;22:56:00;100;18.375;-0.059;75.015;100;0000;PP001;2350;2350;2
ABC102753;XL400_01;2018-01-01;22:56:30;100;18.502;0.161;75.024;100;0000;PP001;2350;2350;15
ABC102754;XL400_01;2018-01-01;22:57:00;100;18.446;-0.125;75.106;100;0000;PP001;2350;2350;16
ABC102755;XL400_01;2018-01-01;22:57:30;100;18.513;0.042;75.076;100;0000;PP001;2350;2350;14
ABC102756;XL400_01;2018-01-01;22:58:00;100;18.407;-0.133;74.99;100;0000;PP001;2350;2350;7
ABC102757;XL400_01;2018-01-01;22:58:30;100;18.418;0.041;74.804;100;0000;PP001;2350;2350;7
ABC102758;XL400_01;2018-01-01;22:59:00;100;18.626;-0.182;75.097;100;0000;PP001;2350;2350;6
ABC102759;XL400_01;2018-01-01;22:59:30;100;18.557;-0.185;75.074;100;0000;PP001;2350;2350;18
ABC102760;XL400_01;2018-01-01;23:00:00;100;18.351;0.096;74.746;100;0000;PP001;2350;2350;3
ABC102761;XL400_01;2018-01-01;23:00:30;100;18.489;-0.013;74.936;100;0000;PP001;2350;2350;11
ABC102762;XL400_01;2018-01-01;23:01:00;100;18.648;-0.032;75.032;100;0000;PP001;2350;2350;0
ABC102763;XL400_01;2018-01-01;23:01:30;100;18.513;-0.075;75.236;100;0000;PP001;2350;2350;9
ABC102764;XL400_01;2018-01-01;23:02:00;100;18.52;0.08;74.961;100;0000;PP001;2350;2350;13
ABC102765;XL400_01;2018-01-01;23:02:30;100;18.543;0.136;75.059;100;0000;PP001;2350;2350;17
ABC102766;XL400_01;2018-01-01;23:03:00;100;18.393;0.038;74.921;100;0000;PP001;2350;2350;5
ABC102767;XL400_01;2018-01-01;23:03:30;100;18.466;0.046;75.178;100;0000;PP001;2350;2350;8
ABC102768;XL400_01;2018-01-01;23:04:00;100;18.576;-0.158;75.006;100;0000;PP001;2350;2350;15
ABC102769;XL400_01;2018-01-01;23:04:30;100;18.59;0.008;75.018;100;0000;PP001;2350;2350;11
ABC102770;XL400_01;2018-01-01;23:05:00;100;18.547;0.107;74.879;100;0000;PP001;2350;2350;5
ABC102771;XL400_01;2018-01-01;23:05:30;100;18.462;0.009;75.002;100;0000;PP001;2350;2350;13
ABC102772;XL400_01;2018-01-01;23:06:00;100;18.479;0.159;74.984;100;0000;PP001;2350;2350;5
ABC102773;XL400_01;2018-01-01;23:06:30;100;18.448;-0.051;75.115;100;0000;PP001;2350;2350;11
ABC102774;XL400_01;2018-01-01;23:07:00;100;18.321;-0.025;74.933;100;0000;PP001;2350;2350;12
ABC102775;XL400_01;2018-01-01;23:07:30;100;18.563;0.04;74.957;100;0000;PP001;2350;2350;9
ABC102776;XL400_01;2018-01-01;23:08:00;100;18.42;0.019;74.933;100;0000;PP001;2350;2350;9
ABC102777;XL400_01;2018-01-01;23:08:30;100;18.601;0.062;75.017;100;0000;PP001;2350;2350;1
ABC102778;XL400_01;2018-01-01;23:09:00;100;18.442;0.04;74.898;100;0000;PP001;2350;2350;16
ABC102779;XL400_01;2018-01-01;23:09:30;100;18.483;-0.078;75.018;100;0000;PP001;2350;2350;13
ABC102780;XL400_01;2018-01-01;23:10:00;100;18.389;0.004;74.926;100;0000;PP001;2350;2350;1
ABC102781;XL400_01;2018-01-01;23:10:30;100;18.681;-0.107;74.911;100;0000;PP001;2350;2350;17
ABC102782;XL400_01;2018-01-01;23:11:00;100;18.591;0.016;74.886;100;0000;PP001;2350;2350;5
ABC102783;XL400_01;2018-01-01;23:11:30;100;18.513;-0.158;75.024;100;0000;PP001;2350;2350;9
ABC102784;XL400_01;2018-01-01;23:12:00;100;18.515;-0.043;75.157;100;0000;PP001;2350;2350;2
ABC102785;XL400_01;2018-01-01;23:12:30;100;18.462;0.068;75.088;100;0000;PP001;2350;2350;18
ABC102786;XL400_01;2018-01-01;23:13:00;100;18.454;-0.055;74.979;100;0000;PP001;2350;2350;8
ABC102787;XL400_01;2018-01-01;23:13:30;100;18.381;0.09;75.121;100;0000;PP001;2350;2350;10
ABC102788;XL400_01;2018-01-01;23:14:00;100;18.569;0.054;75.192;100;0000;PP001;2350;2350;5
ABC102789;XL400_01;2018-01-01;23:14:30;100;18.427;-0.014;74.83;100;0000;PP001;2350;2350;15
ABC102790;XL400_01;2018-01-01;23:15:00;100;18.675;0.071;74.961;100;0000;PP001;2350;2350;19
ABC102791;XL400_01;2018-01-01;23:15:30;100;18.4;0.091;74.969;100;0000;PP001;2350;2350;4
ABC102792;XL400_01;2018-01-01;23:16:00;100;18.252;-0.01;75.03;100;0000;PP001;2350;2350;10
ABC102793;XL400_01;2018-01-01;23:16:30;100;18.575;0.148;75.035;100;0000;PP001;2350;2350;18
ABC102794;XL400_01;2018-01-01;23:17:00;100;18.624;0.105;75.047;100;0000;PP001;2350;2350;5
ABC102795;XL400_01;2018-01-01;23:17:30;100;18.482;-0.034;75.072;100;0000;PP001;2350;2350;6
ABC102796;XL400_01;2018-01-01;23:18:00;0;1.888;-0.474;24.936;99;A003;PP001;2350;0;0
ABC102797;XL400_01;2018-01-01;23:18:30;0;1.991;-0.194;24.85;98;A003;PP001;2350;0;0
ABC102798;XL400_01;2018-01-01;23:19:00;0;1.964;0.016;25.0;97;A003;PP001;2350;0;0
ABC102799;XL400_01;2018-01-01;23:19:30;0;2.127;0.167;24.889;96;A003;PP001;2350;0;0
ABC102800;XL400_01;2018-01-01;23:20:00;0;2.093;0.059;24.963;95;A003;PP001;2350;0;0
ABC102801;XL400_01;2018-01-01;23:20:30;0;1.966;0.231;25.124;94;A003;PP001;2350;0;0
ABC102802;XL400_01;2018-01-01;23:21:00;0;2.013;0.669;25.087;93;A003;PP001;2350;0;0
ABC102803;XL400_01;2018-01-01;23:21:30;0;2.147;0.167;25.01;92;A003;PP001;2350;0;0
ABC102804;XL400_01;2018-01-01;23:22:00;0;1.838;0.268;25.099;91;A003;PP001;2350;0;0
ABC102805;XL400_01;2018-01-01;23:22:30;0;1.981;0.223;25.1;90;A003;PP001;2350;0;0
ABC102806;XL400_01;2018-01-01;23:23:00;0;1.791;-0.247;24.938;89;A003;PP001;2350;0;0
ABC102807;XL400_01;2018-01-01;23:23:30;0;2.065;-0.033;25.039;88;A003;PP001;2350;0;0
ABC102808;XL400_01;2018-01-01;23:24:00;0;2.096;0.124;25.137;87;A003;PP001;2350;0;0
ABC102809;XL400_01;2018-01-01;23:24:30;0;2.011;0.425;24.831;86;A003;PP001;2350;0;0
ABC102810;XL400_01;2018-01-01;23:25:00;0;1.987;-0.251;25.079;85;A003;PP001;2350;0;0
ABC102811;XL400_01;2018-01-01;23:25:30;0;2.102;0.262;25.013;84;A003;PP001;2350;0;0
ABC102812;XL400_01;2018-01-01;23:26:00;0;2.136;-0.011;25.05;83;A003;PP001;2350;0;0
ABC102813;XL400_01;2018-01-01;23:26:30;0;1.924;0.126;24.829;82;A003;PP001;2350;0;0
ABC102814;XL400_01;2018-01-01;23:27:00;0;1.989;0.031;24.976;81;A003;PP001;2350;0;0
ABC102815;XL400_01;2018-01-01;23:27:30;0;1.978;-0.043;24.896;80;A003;PP001;2350;0;0
ABC102816;XL400_01;2018-01-01;23:28:00;0;2.114;-0.272;24.923;79;A003;PP001;2350;0;0
ABC102817;XL400_01;2018-01-01;23:28:30;0;1.947;0.298;24.977;78;A003;PP001;2350;0;0
ABC102818;XL400_01;2018-01-01;23:29:00;0;1.908;0.098;24.983;77;A003;PP001;2350;0;0
ABC102819;XL400_01;2018-01-01;23:29:30;0;2.006;0.064;25.108;76;A003;PP001;2350;0;0
ABC102820;XL400_01;2018-01-01;23:30:00;0;2.068;-0.307;25.096;75;A003;PP001;2350;0;0
ABC102821;XL400_01;2018-01-01;23:30:30;0;2.138;-0.19;25.157;74;A003;PP001;2350;0;0
ABC102822;XL400_01;2018-01-01;23:31:00;0;2.117;-0.584;24.953;73;A003;PP001;2350;0;0
ABC102823;XL400_01;2018-01-01;23:31:30;0;2.044;-0.061;24.882;72;A003;PP001;2350;0;0
ABC102824;XL400_01;2018-01-01;23:32:00;0;1.755;-0.093;24.887;71;A003;PP001;2350;0;0
ABC102825;XL400_01;2018-01-01;23:32:30;0;2.104;0.153;24.83;70;A003;PP001;2350;0;0
ABC102826;XL400_01;2018-01-01;23:33:00;0;1.849;0.44;24.808;69;A003;PP001;2350;0;0
ABC102827;XL400_01;2018-01-01;23:33:30;0;2.127;-0.094;25.077;68;A003;PP001;2350;0;0
ABC102828;XL400_01;2018-01-01;23:34:00;0;2.064;0.046;24.939;67;A003;PP001;2350;0;0
ABC102829;XL400_01;2018-01-01;23:34:30;0;2.075;-0.421;25.107;66;A003;PP001;2350;0;0
ABC102830;XL400_01;2018-01-01;23:35:00;0;2.068;-0.087;25.248;65;A003;PP001;2350;0;0
ABC102831;XL400_01;2018-01-01;23:35:30;0;1.874;0.125;24.937;64;A003;PP001;2350;0;0
ABC102832;XL400_01;2018-01-01;23:36:00;0;1.95;0.558;25.018;63;A003;PP001;2350;0;0
ABC102833;XL400_01;2018-01-01;23:36:30;0;1.878;-0.34;25.017;62;A003;PP001;2350;0;0
ABC102834;XL400_01;2018-01-01;23:37:00;0;1.939;0.02;25.091;61;A003;PP001;2350;0;0
ABC102835;XL400_01;2018-01-01;23:37:30;0;1.897;0.029;24.885;60;A003;PP001;2350;0;0
ABC102836;XL400_01;2018-01-01;23:38:00;0;2.005;0.196;25.108;59;A003;PP001;2350;0;0
ABC102837;XL400_01;2018-01-01;23:38:30;0;2.21;-0.026;25.01;58;A003;PP001;2350;0;0
ABC102838;XL400_01;2018-01-01;23:39:00;0;1.974;-0.059;25.024;57;A003;PP001;2350;0;0
ABC102839;XL400_01;2018-01-01;23:39:30;100;18.405;0.155;74.981;100;0000;PP001;2350;2350;0
ABC102840;XL400_01;2018-01-01;23:40:00;100;18.535;0.043;74.913;100;0000;PP001;2350;2350;14
ABC102841;XL400_01;2018-01-01;23:40:30;100;18.546;-0.033;74.932;100;0000;PP001;2350;2350;16
ABC102842;XL400_01;2018-01-01;23:41:00;100;18.625;0.105;75.038;100;0000;PP001;2350;2350;19
ABC102843;XL400_01;2018-01-01;23:41:30;100;18.522;-0.192;74.97;100;0000;PP001;2350;2350;8
ABC102844;XL400_01;2018-01-01;23:42:00;100;18.477;0.056;74.935;100;0000;PP001;2350;2350;17
ABC102845;XL400_01;2018-01-01;23:42:30;100;18.698;0.001;74.893;100;0000;PP001;2350;2350;0
ABC102846;XL400_01;2018-01-01;23:43:00;100;18.497;-0.074;75.062;100;0000;PP001;2350;2350;1
ABC102847;XL400_01;2018-01-01;23:43:30;100;18.361;0.075;74.869;100;0000;PP001;2350;2350;1
ABC102848;XL400_01;2018-01-01;23:44:00;100;18.46;0.138;74.88;100;0000;PP001;2350;2350;11
ABC102849;XL400_01;2018-01-01;23:44:30;100;18.513;0.162;74.834;100;0000;PP001;2350;2350;7
ABC102850;XL400_01;2018-01-01;23:45:00;100;18.536;-0.03;75.202;100;0000;PP001;2350;2350;3
ABC102851;XL400_01;2018-01-01;23:45:30;100;18.523;0.002;74.969;100;0000;PP001;2350;2350;12
ABC102852;XL400_01;2018-01-01;23:46:00;100;18.402;0.072;75.1;100;0000;PP001;2350;2350;19
ABC102853;XL400_01;2018-01-01;23:46:30;100;18.553;-0.041;74.974;100;0000;PP001;2350;2350;11
ABC102854;XL400_01;2018-01-01;23:47:00;100;18.304;0.132;74.953;100;0000;PP001;2350;2350;0
ABC102855;XL400_01;2018-01-01;23:47:30;100;18.415;-0.049;75.039;100;0000;PP001;2350;2350;5
ABC102856;XL400_01;2018-01-01;23:48:00;100;18.591;0.12;75.056;100;0000;PP001;2350;2350;5
ABC102857;XL400_01;2018-01-01;23:48:30;100;18.557;0.039;75.138;100;0000;PP001;2350;2350;5
ABC102858;XL400_01;2018-01-01;23:49:00;100;18.534;0.017;74.97;100;0000;PP001;2350;2350;0
ABC102859;XL400_01;2018-01-01;23:49:30;100;18.338;0.079;74.945;100;0000;PP001;2350;2350;12
ABC102860;XL400_01;2018-01-01;23:50:00;100;18.402;0.016;74.886;100;0000;PP001;2350;2350;16
ABC102861;XL400_01;2018-01-01;23:50:30;100;18.42;0.116;75.152;100;0000;PP001;2350;2350;6
ABC102862;XL400_01;2018-01-01;23:51:00;100;18.685;-0.061;75.132;100;0000;PP001;2350;2350;16
ABC102863;XL400_01;2018-01-01;23:51:30;100;18.526;0.098;75.135;100;0000;PP001;2350;2350;12
ABC102864;XL400_01;2018-01-01;23:52:00;100;18.484;0.034;74.897;100;0000;PP001;2350;2350;2
ABC102865;XL400_01;2018-01-01;23:52:30;100;18.487;-0.128;75.017;100;0000;PP001;2350;2350;16
ABC102866;XL400_01;2018-01-01;23:53:00;100;18.546;0.07;74.986;100;0000;PP001;2350;2350;15
ABC102867;XL400_01;2018-01-01;23:53:30;100;18.481;0.043;74.959;100;0000;PP001;2350;2350;2
ABC102868;XL400_01;2018-01-01;23:54:00;100;18.694;-0.035;75.063;100;0000;PP001;2350;2350;7
ABC102869;XL400_01;2018-01-01;23:54:30;100;18.551;0.009;75.078;100;0000;PP001;2350;2350;7
ABC102870;XL400_01;2018-01-01;23:55:00;100;18.551;-0.056;74.997;100;0000;PP001;2350;2350;12
ABC102871;XL400_01;2018-01-01;23:55:30;100;18.653;-0.041;74.788;100;0000;PP001;2350;2350;2
ABC102872;XL400_01;2018-01-01;23:56:00;100;18.345;-0.062;74.998;100;0000;PP001;2350;2350;4
ABC102873;XL400_01;2018-01-01;23:56:30;100;18.456;0.099;74.995;100;0000;PP001;2350;2350;10
ABC102874;XL400_01;2018-01-01;23:57:00;100;18.498;-0.071;75.073;100;0000;PP001;2350;2350;7
ABC102875;XL400_01;2018-01-01;23:57:30;100;18.477;-0.122;75.075;100;0000;PP001;2350;2350;7
ABC102876;XL400_01;2018-01-01;23:58:00;100;18.345;-0.012;75.081;100;0000;PP001;2350;2350;17
ABC102877;XL400_01;2018-01-01;23:58:30;100;18.329;0.081;75.01;100;0000;PP001;2350;2350;9
ABC102878;XL400_01;2018-01-01;23:59:00;100;18.434;0.107;74.892;100;0000;PP001;2350;2350;10
ABC102879;XL400_01;2018-01-01;23:59:30;100;18.403;-0.1;75.001;100;0000;PP001;2350;2350;10
ABC102880;XL400_01;2018-01-02;00:00:00;100;18.41;0.151;74.755;100;0000;PP001;2350;2350;14
ABC102881;XL400_01;2018-01-02;00:00:30;100;18.469;0.016;75.001;100;0000;PP001;2350;2350;15
ABC102882;XL400_01;2018-01-02;00:01:00;100;18.549;0.197;75.05;100;0000;PP001;2350;2350;14
ABC102883;XL400_01;2018-01-02;00:01:30;100;18.654;-0.028;74.891;100;0000;PP001;2350;2350;14
ABC102884;XL400_01;2018-01-02;00:02:00;100;18.619;-0.298;74.985;100;0000;PP001;2350;2350;8
ABC102885;XL400_01;2018-01-02;00:02:30;100;18.526;-0.079;74.973;100;0000;PP001;2350;2350;2
ABC102886;XL400_01;2018-01-02;00:03:00;100;18.545;0.076;74.832;100;0000;PP001;2350;2350;1
ABC102887;XL400_01;2018-01-02;00:03:30;100;18.557;-0.243;74.95;100;0000;PP001;2350;2350;12
ABC102888;XL400_01;2018-01-02;00:04:00;100;18.563;-0.086;75.135;100;0000;PP001;2350;2350;10
ABC102889;XL400_01;2018-01-02;00:04:30;100;18.662;0.028;74.909;100;0000;PP001;2350;2350;8
ABC102890;XL400_01;2018-01-02;00:05:00;100;18.464;-0.001;74.944;100;0000;PP001;2350;2350;7
ABC102891;XL400_01;2018-01-02;00:05:30;100;18.493;-0.001;74.896;100;0000;PP001;2350;2350;4
ABC102892;XL400_01;2018-01-02;00:06:00;100;18.587;-0.05;74.911;100;0000;PP001;2350;2350;18
ABC102893;XL400_01;2018-01-02;00:06:30;100;18.448;-0.124;75.018;100;0000;PP001;2350;2350;9
ABC102894;XL400_01;2018-01-02;00:07:00;100;18.341;-0.074;74.912;100;0000;PP001;2350;2350;3
ABC102895;XL400_01;2018-01-02;00:07:30;100;18.531;0.083;75.208;100;0000;PP001;2350;2350;6
ABC102896;XL400_01;2018-01-02;00:08:00;100;18.475;0.088;75.111;100;0000;PP001;2350;2350;15
ABC102897;XL400_01;2018-01-02;00:08:30;100;18.245;0.157;74.997;100;0000;PP001;2350;2350;0
ABC102898;XL400_01;2018-01-02;00:09:00;100;18.505;-0.043;74.901;100;0000;PP001;2350;2350;19
ABC102899;XL400_01;2018-01-02;00:09:30;100;18.677;-0.153;74.987;100;0000;PP001;2350;2350;0
ABC102900;XL400_01;2018-01-02;00:10:00;100;18.588;-0.032;74.924;100;0000;PP001;2350;2350;7
ABC102901;XL400_01;2018-01-02;00:10:30;100;18.469;0.249;74.847;100;0000;PP001;2350;2350;4
ABC102902;XL400_01;2018-01-02;00:11:00;100;18.45;-0.01;74.904;100;0000;PP001;2350;2350;19
ABC102903;XL400_01;2018-01-02;00:11:30;100;18.51;-0.011;74.908;100;0000;PP001;2350;2350;6
ABC102904;XL400_01;2018-01-02;00:12:00;100;18.569;0.006;75.001;100;0000;PP001;2350;2350;3
ABC102905;XL400_01;2018-01-02;00:12:30;100;18.727;0.21;74.996;100;0000;PP001;2350;2350;1
ABC102906;XL400_01;2018-01-02;00:13:00;100;18.38;0.023;75.075;100;0000;PP001;2350;2350;7
ABC102907;XL400_01;2018-01-02;00:13:30;100;18.557;0.086;75.276;100;0000;PP001;2350;2350;11
ABC102908;XL400_01;2018-01-02;00:14:00;100;18.44;-0.005;75.132;100;0000;PP001;2350;2350;14
ABC102909;XL400_01;2018-01-02;00:14:30;100;18.427;-0.006;75.25;100;0000;PP001;2350;2350;19
ABC102910;XL400_01;2018-01-02;00:15:00;100;18.463;-0.031;75.171;100;0000;PP001;2350;2350;4
ABC102911;XL400_01;2018-01-02;00:15:30;100;18.516;-0.068;75.097;100;0000;PP001;2350;2350;4
ABC102912;XL400_01;2018-01-02;00:16:00;100;18.503;-0.264;75.148;100;0000;PP001;2350;2350;18
ABC102913;XL400_01;2018-01-02;00:16:30;100;18.508;-0.029;74.816;100;0000;PP001;2350;2350;1
ABC102914;XL400_01;2018-01-02;00:17:00;100;18.315;-0.061;74.976;100;0000;PP001;2350;2350;11
ABC102915;XL400_01;2018-01-02;00:17:30;100;18.561;-0.213;75.276;100;0000;PP001;2350;2350;15
ABC102916;XL400_01;2018-01-02;00:18:00;100;18.59;-0.002;75.017;100;0000;PP001;2350;2350;15
ABC102917;XL400_01;2018-01-02;00:18:30;100;18.454;0.038;75.113;100;0000;PP001;2350;2350;12
ABC102918;XL400_01;2018-01-02;00:19:00;100;18.452;0.068;75.026;100;0000;PP001;2350;2350;15
ABC102919;XL400_01;2018-01-02;00:19:30;100;18.515;-0.06;75.209;100;0000;PP001;2350;2350;10
ABC102920;XL400_01;2018-01-02;00:20:00;100;18.663;-0.094;74.956;100;0000;PP001;2350;2350;16
ABC102921;XL400_01;2018-01-02;00:20:30;100;18.459;-0.085;74.926;100;0000;PP001;2350;2350;19
ABC102922;XL400_01;2018-01-02;00:21:00;100;18.564;0.043;75.112;100;0000;PP001;2350;2350;17
ABC102923;XL400_01;2018-01-02;00:21:30;100;18.619;-0.034;74.862;100;0000;PP001;2350;2350;15
ABC102924;XL400_01;2018-01-02;00:22:00;100;18.533;-0.082;74.736;100;0000;PP001;2350;2350;12
ABC102925;XL400_01;2018-01-02;00:22:30;100;18.55;-0.057;74.977;100;0000;PP001;2350;2350;2
ABC102926;XL400_01;2018-01-02;00:23:00;100;18.283;-0.085;75.001;100;0000;PP001;2350;2350;14
ABC102927;XL400_01;2018-01-02;00:23:30;100;18.475;0.138;75.098;100;0000;PP001;2350;2350;10
ABC102928;XL400_01;2018-01-02;00:24:00;100;18.368;0.154;75.027;100;0000;PP001;2350;2350;13
ABC102929;XL400_01;2018-01-02;00:24:30;100;18.609;0.025;74.911;100;0000;PP001;2350;2350;1
ABC102930;XL400_01;2018-01-02;00:25:00;100;18.489;0.012;74.941;100;0000;PP001;2350;2350;14
ABC102931;XL400_01;2018-01-02;00:25:30;100;18.452;0.053;74.987;100;0000;PP001;2350;2350;12
ABC102932;XL400_01;2018-01-02;00:26:00;100;18.574;-0.077;74.897;100;0000;PP001;2350;2350;15
ABC102933;XL400_01;2018-01-02;00:26:30;100;18.791;-0.016;75.123;100;0000;PP001;2350;2350;10
ABC102934;XL400_01;2018-01-02;00:27:00;100;18.471;0.049;74.904;100;0000;PP001;2350;2350;13
ABC102935;XL400_01;2018-01-02;00:27:30;100;18.549;-0.078;74.845;100;0000;PP001;2350;2350;13
ABC102936;XL400_01;2018-01-02;00:28:00;100;18.576;0.024;75.037;100;0000;PP001;2350;2350;11
ABC102937;XL400_01;2018-01-02;00:28:30;100;18.275;-0.026;75.09;100;0000;PP001;2350;2350;4
ABC102938;XL400_01;2018-01-02;00:29:00;100;18.288;-0.013;74.974;100;0000;PP001;2350;2350;0
ABC102939;XL400_01;2018-01-02;00:29:30;100;18.422;0.042;75.047;100;0000;PP001;2350;2350;15
ABC102940;XL400_01;2018-01-02;00:30:00;100;18.455;0.077;75.008;100;0000;PP001;2350;2350;1
ABC102941;XL400_01;2018-01-02;00:30:30;100;18.617;-0.019;75.027;100;0000;PP001;2350;2350;10
ABC102942;XL400_01;2018-01-02;00:31:00;100;18.479;0.03;74.897;100;0000;PP001;2350;2350;0
ABC102943;XL400_01;2018-01-02;00:31:30;100;18.492;-0.119;75.04;100;0000;PP001;2350;2350;5
ABC102944;XL400_01;2018-01-02;00:32:00;100;18.64;0.055;75.043;100;0000;PP001;2350;2350;12
ABC102945;XL400_01;2018-01-02;00:32:30;100;18.408;0.03;74.963;100;0000;PP001;2350;2350;7
ABC102946;XL400_01;2018-01-02;00:33:00;100;18.516;-0.063;74.986;100;0000;PP001;2350;2350;3
ABC102947;XL400_01;2018-01-02;00:33:30;100;18.563;0.005;74.994;100;0000;PP001;2350;2350;10
ABC102948;XL400_01;2018-01-02;00:34:00;100;18.346;0.139;74.91;100;0000;PP001;2350;2350;6
ABC102949;XL400_01;2018-01-02;00:34:30;100;18.431;0.037;75.048;100;0000;PP001;2350;2350;10
ABC102950;XL400_01;2018-01-02;00:35:00;100;18.58;0.058;75.061;100;0000;PP001;2350;2350;15
ABC102951;XL400_01;2018-01-02;00:35:30;100;18.532;0.022;75.166;100;0000;PP001;2350;2350;7
ABC102952;XL400_01;2018-01-02;00:36:00;100;18.239;-0.247;74.939;100;0000;PP001;2350;2350;18
ABC102953;XL400_01;2018-01-02;00:36:30;100;18.47;-0.195;75.184;100;0000;PP001;2350;2350;0
ABC102954;XL400_01;2018-01-02;00:37:00;100;18.479;-0.048;75.128;100;0000;PP001;2350;2350;16
